Zone,Price,Years,Rooms,Area,NumberOfElevators,floor,direction
  میرداماد ,5500,12,2,81,1,3,
  از برج زعفرانیه ,26250,2,3,250,0,,-
  میرداماد ,8500,2,3,130,1,1,
  زعفرانیه ,13200,6,3,165,0,,
  دروس ,7800,1,2,95,1,5,
  از برج ولنجک ,19950,3,3,190,0,,-
  ظفر ,7700,0,2,120,1,2,
  میرداماد ,9950,0,3,133,1,3,
  از برج فرشته ,35200,0,4,320,0,,-
  دیباجی ,6200,18,2,112,1,4,
  پاسداران ,6240,1,2,80,1,5,
  زعفرانیه ,17160,2,3,195,0,,
  ظفر ,2500,9,2,72,1,1,
 محمودیه ,18400,15,3,230,0,,
  قیطریه ,8100,1,2,110,1,4,
  گلسار ,1800,0,3,115,1,4,
  اختیاریه ,9900,0,3,160,1,3,
  میرداماد ,4700,14,2,88,1,4,
  زعفرانیه ,14580,2,3,162,0,,
  قیطریه ,15,35,3,190,1,1,
  گلسار ,1400,0,2,95,1,3,
  اختیاریه ,7100,8,3,170,1,3,
  از برج کامرانیه شمالی ,65,1,4,400,2,10,دارد
  گلسار ,1660,12,2,95,1,1,
  از برج نخجوان ,60,1,4,350,4,5,دارد
  کامرانیه شمالی ,70,1,4,450,2,10,دارد
  ظفر ,3,14,2,60,1,4,
  گلسار ,3500,3,2,117,1,2,
  گلسار ,1600,14,2,78,1,1,
  کامرانیه شمالی ,75,1,4,500,2,9,دارد
  دیباجی ,8352,0,3,116,1,3,
  قلهک ,10900,15,3,135,1,1,
  اختیاریه ,7300,4,2,100,1,1,
  قلهک ,6300,6,2,97,1,6,
  میرداماد ,8100,15,3,155,1,5,
  گلسار ,1490,6,2,87,1,4,
  ولنجک ,18900,2,3,210,0,,
  قلهک ,"4,60",0,1,60,1,5,
  مسکن مهر,680,6,2,89,1,5,
  نیاوران ,18480,2,3,176,1,2,جنوبی
  درختی ,2500,14,1,65,1,3,شمالی
  قلهک ,4,6,2,66,1,2,
  زعفرانیه ,20700,0,3,230,0,,
  از برج زعفرانیه ,30660,0,4,290,0,,-
  جلفا تهران ,3400,36,2,106,1,2,
  زعفرانیه ,15,2,3,180,0,,
  قلهک ,6800,15,3,135,1,1,
  پاسداران ,5800,0,2,95,1,3,
  ولنجک ,"16,95",3,3,185,0,,
  نیاوران ,14520,2,2,132,1,5,شمالی
  جمشیدیه ,150,25,5,780,-,-,
  اقدسیه ,16300,0,3,163,1,6,شمالی
  هروی ,3375,10,2,75,1,3,
  هروی ,5,0,2,100,1,3,
  پاسداران ,7200,0,3,120,1,4,
  میرداماد ,10750,4,1,143,1,1,
  خیابان دولت ,14,15,3,200,1,6,
" دهقان
            ",2480,0,2,80,1,1,شمالی
" خیابان اول نیروی هوایی
            ",3150,5,2,105,1,4,جنوبی
" محصل
            ",4125,0,3,125,1,3,شمالی
  ظفر ,1400,25,1,32,1,3,
  گلسار ,2900,1,2,106,1,2,
  خیابان دولت ,7800,1,3,130,1,2,
  شهرک حمیدیان ,530,9,2,78,1,1,
  فرمانیه ,14950,1,2,130,1,1,
  تهران ,4400,30,3,104,1,3,
  گلسار ,1180,3,1,54,1,1,
  علی آباد ,1200,11,2,94,1,2,
  علی آباد ,1500,0,1,85,1,5,
  خیابان دولت ,7300,1,2,100,1,5,
  سرگل,1600,4,2,94,1,1,
  جلفا تهران ,6615,20,3,147,1,1,
  گلسار ,455,1,3,130,1,1,
  میرداماد ,6700,0,2,86,1,1,
  قلی پور رشت ,1400,3,2,103,1,1,
" فرمانیه متقیان
            ",10800,25,2,135,0,1,شمالی، جنوبی
  میرداماد ,7500,0,2,98,1,5,
  دروس ,12,3,3,160,1,4,
  شهرک حمیدیان ,680,0,2,85,1,1,
  ظفر ,6700,0,2,86,1,4,
  اختیاریه ,3850,1,1,55,1,4,
  خیابان دولت ,3,20,1,70,1,3,
  علی آباد ,770,15,2,85,1,4,
  پاسداران ,6,3,3,118,1,3,
  میرداماد ,7500,1,2,98,1,5,
  پاسداران ,10,16,3,156,1,4,
  جلفا تهران ,6700,0,3,120,1,3,
  پاسداران ,6300,3,2,90,1,3,
  خیابان دولت ,6820,1,2,110,1,5,
  علی آباد ,900,15,2,85,1,2,
  جلفا تهران ,6500,0,2,110,1,4,
  قیطریه ,12,4,3,145,1,4,
  اختیاریه ,4100,3,2,73,1,2,
  زعفرانیه ,15,2,3,168,0,,
  اختیاریه ,4850,2,2,85,1,5,
  زعفرانیه ,16544,1,3,188,0,,
  فرمانیه ,17,3,3,170,1,6,
  جردن ,4635,16,2,103,1,0,
  میرداماد ,7700,20,3,130,1,6,
  زعفرانیه ,16,0,3,190,0,,
  زعفرانیه ,17820,2,3,198,0,,
  میرداماد ,26950,1,4,350,1,3,
  جردن ,4895,40,2,89,1,3,
  ولنجک ,25200,2,3,240,0,,
  زعفرانیه ,14,2,3,165,0,,
  محمودیه ,16150,3,3,190,0,,
  زعفرانیه ,20700,2,3,230,0,,
  زعفرانیه ,15575,1,3,175,0,,
  فرشته ,17,1,3,182,0,,
  زعفرانیه ,17730,2,3,197,0,,
  ولنجک ,34100,0,4,310,0,,
  زعفرانیه ,28,2,4,280,0,,
  از برج زعفرانیه ,24675,1,3,235,0,,-
  زعفرانیه ,19400,1,3,200,0,,
  سهیل ,14,2,3,150,1,3,شمالی
  محمودیه ,16905,0,3,161,0,,
  از برج الهیه ,22800,2,3,240,0,,-
  ظفر ,7700,0,3,115,1,2,
  قلهک ,"4,60",0,1,60,1,5,
  پاسداران ,3424,16,2,107,1,4,
  پاسداران ,6825,0,2,105,1,1,
  خیابان دولت ,10800,5,3,180,1,1,
  پاسداران ,4940,7,1,95,1,1,
  جردن ,7500,0,2,100,1,4,
  دیباجی ,7900,2,2,115,1,5,
  خیابان دولت ,4300,6,2,67,1,2,
  خیابان دولت ,8250,7,2,110,1,2,
  ظفر ,6200,13,2,115,1,3,
  جلفا تهران ,4200,3,2,80,1,3,
  اختیاریه ,7400,1,2,115,1,4,
  خیابان دولت ,5800,15,2,105,1,2,
  ظفر ,9200,0,2,115,1,4,
  ظفر ,9,0,3,130,1,3,
  خیابان دولت ,6300,6,2,105,1,1,
  اختیاریه ,8100,9,3,135,1,4,
  خیابان دولت ,8,20,3,140,1,4,
  دیباجی ,7380,7,2,123,1,3,
  ظفر ,3150,25,2,70,1,1,
  میرداماد ,7700,20,3,135,1,6,
  میرداماد ,26950,1,4,350,1,3,
  اختیاریه ,6820,13,3,124,1,2,
  قلهک ,"4,50",15,2,90,1,3,
  دروس ,7,15,2,110,1,0,
  دروس ,5500,6,2,95,1,2,
  قلهک ,3500,20,2,92,1,3,
  اختیاریه ,13300,0,3,170,1,5,
  هروی ,7700,22,3,155,1,3,
  قلهک ,"7,20",17,2,108,1,1,
  پاسداران ,8,0,3,115,1,4,
  پاسداران ,9500,18,3,155,1,6,
  پاسداران ,10,0,3,135,1,5,
  پاسداران ,5,1,2,85,1,1,
  پاسداران ,11,3,3,160,1,1,
  اختیاریه ,5550,15,2,105,1,1,
  پاسداران ,7500,15,3,135,1,3,
  ظفر ,7700,0,3,115,1,2,
  دروس ,10500,19,3,180,1,1,
  میرداماد ,5700,14,2,110,1,6,
  قلهک ,4500,9,2,90,1,1,
  نیاوران گل سنگ ,11600,9,3,185,1,2,جنوبی
  خیابان دولت ,"5,25",1,1,67,1,2,
  قیطریه ,13250,2,3,150,1,2,
  قلهک ,5600,1,2,80,1,2,
  قلهک ,5150,24,3,111,1,1,
  خیابان دولت ,9300,20,3,100,1,1,
  قیطریه ,11800,1,3,149,1,2,
" بلوار ابوذر
            ",2520,8,2,90,1,4,جنوبی
" دهقان
            ",3750,0,3,125,1,,جنوبی
" نبرد شمالی
            ","1,25",15,1,50,1,5,جنوبی
  پاسداران ,"34,80",1,4,284,1,5,
  میرداماد ,19,1,4,215,1,3,
  زعفرانیه ,18,2,3,200,0,,
  فرمانیه  غربی,11,5,3,180,1,1,جنوبی
  میرداماد ,7,15,2,115,1,1,
  میرداماد ,10,4,3,145,1,1,
  پاسداران ,4700,3,2,75,1,3,
  دیباجی ,5450,5,2,90,1,4,
  زعفرانیه ,16150,0,3,170,0,,
  ظفر ,6900,11,4,125,1,4,
  محمودیه ,20475,1,3,195,0,,
  زعفرانیه ,20580,0,3,210,0,,
  پاسداران ,12300,15,3,165,1,5,
  ولنجک ,15,5,3,184,0,,
  خیابان دولت ,7800,1,3,121,1,6,
  زعفرانیه ,28600,1,3,260,0,,
  قیطریه ,11400,3,3,180,1,2,جنوبی
  پاسداران ,12325,0,3,145,1,2,
  ظفر ,10300,1,3,150,1,3,
  پاسداران ,13175,0,3,155,1,3,
  میرداماد ,6900,15,2,125,1,2,
  پاسداران ,5700,10,2,95,1,2,
  ظفر ,9500,1,3,135,1,2,
  میرداماد ,7900,15,3,155,1,5,
  پاسداران ,9,0,2,120,1,3,
  زعفرانیه ,16500,2,3,180,0,,
  سید خندان ,4900,14,2,100,1,3,
  ظفر ,7800,1,3,115,1,2,
  میرداماد ,5500,12,2,81,1,3,
  میرداماد ,4500,8,2,78,1,5,
  زعفرانیه ,22540,0,3,230,0,,
  ولنجک ,21120,0,3,240,0,,
  قیطریه ,6700,16,4,100,1,4,
  قیطریه ,7475,15,2,115,1,3,
  میرداماد ,4650,14,2,88,1,4,
  سید خندان ,4200,25,2,105,1,2,
  زعفرانیه ,14400,2,3,160,0,,
  زعفرانیه ,14240,9,3,178,0,,
  ولنجک ,19404,2,3,198,0,,
  قیطریه ,5300,6,2,92,1,5,
  قیطریه ,8814,3,2,113,1,6,
  قیطریه ,16500,3,3,150,1,4,
  سید خندان ,5200,20,2,107,1,5,
  قیطریه ,12642,0,3,129,1,4,
  میرداماد ,10800,4,3,143,1,1,
  قیطریه ,8100,1,2,110,1,4,
  قیطریه ,3850,2,1,50,1,3,
  میرداماد ,6900,27,3,125,1,5,
  دروس ,7800,0,2,100,1,5,
  قیطریه ,5800,15,2,90,1,2,
  ظفر ,11250,1,3,150,1,2,
  پاسداران ,9,1,2,120,1,3,
  ظفر ,2100,7,1,45,1,1,
  زعفرانیه ,18480,7,3,220,0,,
  خیابان دولت ,10,36,3,178,1,3,
  جلفا تهران ,4200,27,2,104,1,3,
  زعفرانیه ,"18,40",5,3,205,0,,
  هروی ,8255,0,3,127,1,2,
  ولنجک ,29100,3,4,300,0,,
  فرشته ,25920,1,3,240,0,,
  ولنجک ,25200,4,4,280,0,,
  زعفرانیه ,15500,2,3,174,0,,
  پاسداران ,5,11,3,113,1,4,
  زعفرانیه ,15680,0,3,160,0,,
  زعفرانیه ,14940,2,3,166,0,,
  پاسداران ,9,4,3,147,1,4,
  از برج زعفرانیه ,27500,0,3,250,0,,-
  هروی ,6240,0,2,120,1,1,
  ظفر ,5280,1,2,80,1,4,
  میرداماد ,12,15,4,200,1,4,
  الهیه ,20475,0,3,195,0,,
  پاسداران ,8800,0,2,110,1,5,
  زعفرانیه ,14,4,3,161,0,,
  قلهک ,"4,60",1,1,60,1,5,
  ونک ,6500,15,2,128,1,6,
  دروس ,9,0,2,120,1,3,
  هروی ,2900,15,2,75,1,2,
  هروی ,6460,17,3,130,1,5,
  هروی ,5600,5,2,90,1,3,
  دروس ,10,2,2,147,1,3,
  دروس ,16,0,3,180,1,4,
  هروی ,"7,20",6,2,117,1,4,
  هروی ,3115,17,2,90,1,4,
  شمس آباد ,4140,10,3,115,1,2,
  جردن ,7500,0,2,105,1,4,
  اختیاریه ,10125,2,3,135,1,4,
  خیابان دولت ,"6,90",6,2,105,1,1,
  دیباجی ,7500,5,3,133,1,5,
  اختیاریه ,6500,12,2,105,1,2,
  جردن ,7800,15,2,130,1,5,
  اختیاریه ,7300,1,2,115,1,4,
  فرمانیه ,15750,0,2,150,1,1,شمالی
  پاسداران ,8700,6,2,115,1,3,
  جردن ,10,1,2,120,1,2,
  اختیاریه ,11,1,3,150,1,1,
  قیطریه ,9350,4,2,123,1,4,
  بوکان ,16250,—,2,130,1,1,جنوبی
  جردن ,7500,1,2,100,1,4,
  میرداماد ,12950,10,3,185,1,4,
  خیابان دولت ,6600,4,2,110,1,5,
  میرداماد ,11300,9,3,185,1,1,
  زعفرانیه ,19350,2,3,215,0,,
  فرمانیه ,35,0,4,350,2,9,شمالی
  قیطریه ,5750,8,2,95,1,3,
  ظفر ,4600,1,2,102,1,3,
  خیابان دولت ,7200,7,3,120,1,3,
  خیابان دولت ,5680,5,2,80,1,3,
  قلهک ,7488,5,3,144,1,1,
  ظفر ,9200,0,3,125,1,2,
  پاسداران ,6,15,2,100,1,4,
  پاسداران ,11,3,3,160,1,1,
  قلهک ,4200,22,2,88,1,1,
  ولنجک ,16200,2,4,180,0,,
  دروس ,4,3,4,280,1,2,
  پاسداران ,7500,15,3,133,1,3,
  خیابان دولت ,8800,16,3,156,1,5,
  ولنجک ,21560,2,3,220,0,,
  میرداماد ,7700,20,3,130,1,6,
  پاسداران ,8,0,2,115,1,4,
  زعفرانیه ,16720,20,3,209,0,,
  قیطریه ,13400,1,3,134,1,5,
  پاسداران ,10,0,3,135,1,5,
  زعفرانیه ,15300,0,3,170,0,,
  میرداماد ,7900,15,3,155,1,5,
  زعفرانیه ,26,0,3,260,0,,
  پاسداران ,7820,3,2,115,1,4,
  زعفرانیه ,16280,1,3,185,0,,
  ولنجک ,16,3,3,177,0,,
  زعفرانیه ,17,1,3,180,0,,
  دزاشیب ,899,1,2,95,1,4,
  فرشته ,17,2,3,180,0,,
  محمودیه ,13200,4,3,150,0,,
  زعفرانیه ,21204,2,3,228,0,,
  زعفرانیه ,38500,1,4,350,0,,
  ولنجک ,19,1,3,216,0,,
  زعفرانیه ,22800,2,3,240,0,,
  زعفرانیه ,18966,2,3,218,0,,
  ظفر ,6800,11,3,125,1,4,
  پاسداران ,12300,17,3,164,1,5,
  میرداماد ,7,15,2,125,1,2,
  پاسداران ,7800,0,2,125,1,1,
  دیباجی ,5300,8,2,93,1,1,
  میرداماد ,19,1,4,215,1,3,
  پاسداران ,8300,0,3,135,1,1,
  از برج زعفرانیه ,25200,2,4,280,0,,-
  زعفرانیه ,16200,3,3,181,0,,
  اختیاریه ,8800,16,3,160,1,5,
  زعفرانیه ,18,1,3,205,0,,
  زعفرانیه ,19,0,3,190,0,,
  پاسداران ,4300,17,2,95,1,3,
  دروس ,15750,6,3,175,1,1,
  اختیاریه ,5400,5,2,90,1,4,
  زعفرانیه ,15500,2,3,190,0,,
  قیطریه ,4600,29,2,95,1,2,
  اختیاریه ,6100,5,2,110,1,2,
  پاسداران ,8,9,2,115,1,1,
  فرمانیه ,5300,1,2,80,1,3,
  قیطریه ,6200,0,2,100,1,2,
  میرداماد ,10,4,3,145,1,1,
  میرداماد ,7,15,2,115,1,1,
  پاسداران ,9500,2,2,125,1,2,
  پاسداران ,15,0,3,140,1,5,
  قیطریه ,4600,34,2,90,1,2,
  پاسداران ,5200,1,2,85,1,1,
  پاسداران ,9500,18,3,155,1,6,
  دروس ,29360,4,4,308,1,4,
  پاسداران ,13175,0,3,155,1,2,
  پاسداران ,5670,12,2,90,1,3,
  پاسداران ,6800,25,2,97,1,4,
  قلهک ,6720,0,2,112,1,4,
  قیطریه ,8600,15,3,140,1,4,
  قیطریه ,4100,0,1,75,1,4,
  قیطریه ,7500,5,3,115,1,2,
  فرمانیه ,8500,3,2,113,1,4,
  هروی ,3913,10,2,91,1,5,
  هروی ,4550,15,2,111,1,3,
  میرداماد ,8400,18,3,150,1,5,
  هروی ,6700,15,2,118,1,3,
  جلفا تهران ,3100,20,2,80,1,5,
  خیابان دولت ,5300,9,2,95,1,1,
  میرداماد ,11200,9,3,185,1,1,
  فرمانیه ,15700,4,3,215,1,5,
  میرداماد ,11285,8,3,185,1,1,
  ظفر ,9300,0,3,133,1,2,
  قیطریه ,9250,7,3,160,1,5,
  اختیاریه ,"8,50",5,2,115,1,2,
  میرداماد ,5500,27,4,110,1,3,
  اختیاریه ,10,0,3,155,1,3,
  میرداماد ,9450,15,3,165,1,1,
  پاسداران ,5,1,2,85,1,1,
  اختیاریه ,5500,5,2,85,1,4,
  فلکه لاکانی رشت ,800,18,2,110,1,4,
  پاسداران ,13360,3,3,167,1,1,
  پاسداران ,10,1,3,135,1,5,
  تهرانپارس شرقی ,4400,7,3,140,1,2,جنوبی
  نیاوران ,27,6,3,270,1,4,
  شهرک قدس,1485,6,3,135,1,2,
  میرداماد ,6200,20,3,128,1,5,
  پاسداران ,8,1,2,115,1,4,
  شهرک قدس,1220,16,3,110,1,1,
  پاسداران ,6,15,2,100,1,4,
  پاسداران ,6,15,2,100,1,4,
  میرداماد ,6800,0,2,100,1,2,
  پاسداران ,4400,4,2,86,1,2,
  پاسداران ,11,3,3,160,1,1,
  فلکه اول تهرانپارس ,4200,2,2,120,1,2,جنوبی
  قلهک ,4200,19,2,122,1,4,
  ظفر ,3600,12,2,90,1,1,
  فرمانیه ,26,1,4,250,1,4,
  فرمانیه ,11200,12,3,173,1,3,
  اختیاریه ,7500,0,2,125,1,1,
  سید خندان ,11,4,3,190,1,5,
  از برج زعفرانیه ,19,1,3,195,0,,-
  قیطریه ,4600,3,1,52,1,2,
  قلهک ,"4,60",1,1,60,1,5,
  زعفرانیه ,"16,20",4,3,180,0,,
  ولنجک ,14,2,3,161,0,,
  ظفر ,9690,15,3,170,1,5,
  قیطریه ,5100,15,2,75,1,2,
  ظفر ,7700,0,3,131,1,1,
  فرشته ,19800,2,3,220,0,,
  الهیه ,15570,3,3,173,0,,
  میرداماد ,11840,1,3,185,1,3,
  محمودیه ,15,0,3,170,0,,
  فرمانیه ,41,5,4,315,1,3,
  میرداماد ,8990,11,3,150,1,5,
  ظفر ,2100,6,1,45,1,1,
  میرداماد ,26250,1,4,350,1,3,
  پاسداران ,5,9,2,98,1,1,
  زعفرانیه ,18490,1,3,215,0,,
  قیطریه ,6890,5,2,110,1,4,
  زعفرانیه ,21736,4,3,247,0,,
  میرداماد ,4850,14,2,88,1,4,
  ظفر ,5800,30,3,130,1,2,
  میرداماد ,9,1,2,120,1,3,
  میرداماد ,7475,5,2,115,1,4,
  ولنجک ,20700,0,3,230,0,,
  اختیاریه ,14,15,3,200,1,6,
  هروی ,6700,24,3,118,1,3,
  زعفرانیه ,14400,0,3,160,0,,
  میرداماد ,9200,1,3,115,1,4,
  هروی ,6100,4,2,94,1,4,
  میرداماد ,11250,1,3,150,1,2,
  میرداماد ,9750,1,2,130,1,3,
  ظفر ,5280,1,2,80,1,4,
  فرشته ,22500,1,3,250,0,,
  زعفرانیه ,21160,3,3,230,0,,
  زعفرانیه ,"15,88",2,3,164,0,,
  زعفرانیه ,18200,0,3,200,0,,
  خیابان دولت ,5775,5,2,105,1,1,
  الهیه ,18900,0,3,210,0,,
  سید خندان ,3300,20,2,96,1,1,
  ولنجک ,15136,0,3,172,0,,
  خیابان دولت ,8160,4,2,120,1,2,
  زعفرانیه ,17100,4,3,190,0,,
  زعفرانیه ,14,15,3,180,0,,
  خیابان دولت ,7700,3,2,110,1,3,
  خیابان دولت ,6500,7,2,115,1,3,
  زعفرانیه ,15300,1,3,170,0,,
  قیطریه ,12670,0,3,150,1,5,
  دروس ,9,9,3,150,1,3,
  محمودیه ,25,2,4,280,0,,
  خیابان دولت ,6200,14,2,105,1,4,
  میرداماد ,10480,30,4,228,1,4,
  قلهک ,3600,14,2,90,1,4,
  قیطریه ,8100,1,2,110,1,4,
  خیابان دولت ,16800,1,3,210,1,3,
  زعفرانیه ,13600,3,3,160,0,,
  هروی ,6600,1,3,120,1,3,
  زعفرانیه ,17500,2,3,190,0,,
  میرداماد ,5500,14,2,81,1,3,
  زعفرانیه ,20700,0,3,230,0,,
  الهیه ,25,2,3,250,0,,
  جردن ,7500,1,2,105,1,4,
  قیطریه ,12340,0,3,135,1,5,
  زعفرانیه ,31500,0,4,300,0,,
  پاسداران ,8200,5,2,110,1,4,
  دیباجی ,8500,1,2,120,1,4,
  اختیاریه ,10900,5,2,115,1,6,
  هروی ,6200,5,2,115,1,3,
  اختیاریه ,3850,1,1,55,1,2,
  شهرک حمیدیان ,550,8,2,98,1,1,
  خیابان دولت ,12525,3,3,167,1,6,
  زعفرانیه ,20700,4,3,230,0,,
  قیطریه ,6,4,2,90,1,4,
  اختیاریه ,7,1,1,100,1,3,
  هروی ,9,1,3,160,1,1,
  قبا ,5800,18,2,116,1,1,
  پاسداران ,7874,8,2,127,1,4,
  زعفرانیه ,28,1,4,280,0,,
  خیابان دولت ,7500,2,2,100,1,2,
  زعفرانیه ,"24,30",2,3,270,0,,
  ظفر ,5100,24,2,111,1,1,
  پاسداران ,7140,18,2,140,1,1,
  ولنجک ,21,2,3,230,0,,
  تهران ,27550,4,4,290,0,,
  میرداماد ,8,15,3,155,1,5,
  زعفرانیه ,20880,1,3,240,0,,
  زعفرانیه ,19320,3,3,210,0,,
  ولنجک ,17,2,3,200,0,,
  زعفرانیه ,15725,2,3,185,0,,
  هروی ,5775,9,2,105,1,3,
  خیابان دولت ,6600,15,2,105,1,4,
  فرمانیه ,18275,3,3,215,1,4,
  محمودیه ,13920,2,3,160,0,,
  زعفرانیه ,15,1,3,160,0,,
  هروی ,7500,20,3,155,1,3,
  ولنجک ,18,0,3,200,0,,
  ولنجک ,16,3,3,190,0,,
  قیطریه ,4500,3,1,55,1,2,
  ظفر ,7280,7,2,115,1,5,
  فرمانیه ,5300,15,2,93,1,3,
  زعفرانیه ,14616,4,3,168,0,,
  فرمانیه ,4500,5,2,60,1,2,
  هروی ,3700,9,2,80,1,4,
  فرشته ,22,1,3,245,0,,
  سهیل ,15100,2,3,151,1,3,شمالی، جنوبی
  زعفرانیه ,16200,2,3,180,0,,
  زعفرانیه ,18270,1,3,210,0,,
  ولنجک ,17400,7,3,200,0,,
  فرمانیه ,8800,—,2,110,1,3,شمالی
  دارآباد ,8,10,3,153,1,3,
  اختیاریه ,14,15,3,200,1,6,
  ظفر ,4,15,2,100,1,3,
  قیطریه ,8200,3,2,110,1,2,
  زعفرانیه ,28,1,4,280,0,,
  از برج زعفرانیه ,17,2,3,200,0,,-
  قیطریه ,8300,17,3,155,1,5,
  جردن ,6,25,3,93,1,4,
  قیطریه ,6264,0,2,87,1,5,
  دزاشیب ,12150,4,3,162,1,5,
  ولنجک ,21600,1,3,240,0,,
  قیطریه ,5,4,1,52,1,2,
" صددستگاه
            ",890,12,1,47,0,2,
  فرمانیه ,4500,6,1,60,1,2,
  دیباجی ,8550,0,2,120,1,4,
  دیباجی ,7200,8,3,169,1,3,
  دیباجی ,6840,15,2,120,1,1,
  جردن ,8900,13,3,180,1,2,
  هروی ,4950,5,2,115,1,1,
  میرداماد ,5300,25,2,103,1,1,
  قیطریه ,11925,2,3,159,1,2,
  هروی ,4,6,2,90,1,1,
  میرداماد ,4,20,1,88,1,1,
  میرداماد ,5450,20,2,121,1,3,
  میرداماد ,10900,15,3,160,1,3,
  هروی ,6500,1,2,110,1,7,
  قلهک ,3500,19,2,100,1,2,
  پاسداران ,8100,14,3,137,1,2,
  اختیاریه ,9800,0,3,140,1,2,
  قیطریه ,4100,0,1,75,1,4,
  پاسداران ,3770,16,1,65,1,1,
 ,20320,15,3,254,1,4,جنوبی
  اختیاریه ,12500,3,3,150,1,4,
  پاسداران ,"13,90",8,3,187,1,2,
  پاسداران ,"13,90",8,3,187,1,2,
 ,4680,19,2,104,1,5,شمالی
  قلهک ,4290,6,2,66,1,2,
  پاسداران ,9800,0,2,140,1,2,
 ,54,1,4,440,2,7,شمالی، جنوبی
  خیابان دولت ,9954,1,3,158,1,3,
  قیطریه ,4500,23,2,90,1,2,
  پاسداران ,"7,68",3,2,114,1,2,
  تهرانپارس شرقی ,4100,8,3,128,1,3,جنوبی
  دروس ,13600,14,3,161,1,2,
  تهرانپارس غربی ,6750,0,3,135,1,3,شمالی
  اختیاریه ,"4,18",30,2,98,1,4,
  قیطریه ,12616,0,3,152,1,4,
  دیباجی ,7,16,2,120,1,1,
  مهران ,5800,24,2,137,1,3,
  ظفر ,5,30,2,135,1,2,
  ظفر ,6300,15,2,115,1,5,
  پاسداران ,9,4,3,147,1,4,
  قیطریه ,8900,4,2,122,1,2,
  دیباجی ,19152,2,3,228,1,2,
  جلفا تهران ,4560,12,3,120,1,1,
  پاسداران ,10,135,3,135,1,5,
  میرداماد ,7700,20,3,130,1,6,
  میرداماد ,16500,0,3,205,1,5,
  قیطریه ,9760,3,3,122,1,2,
  سید خندان ,2750,17,2,74,1,7,
  سید خندان ,11,0,3,188,1,4,
  ظفر ,9690,15,3,170,1,5,
  فرمانیه ,9263,9,3,157,1,5,
  دروس ,11,19,3,185,1,1,
  پاسداران ,7800,1,2,125,1,3,
  قلهک ,5500,4,2,90,1,3,
  سوهانک ,4400,10,2,115,1,3,
  قیطریه ,5700,7,2,95,1,3,
  قیطریه ,9760,3,3,122,1,2,
  فرمانیه ,"9,48",6,2,116,1,5,
  میرداماد ,4950,24,3,112,1,1,
  فرمانیه ,"6,45",7,2,93,1,2,
  هروی ,6800,14,2,118,1,2,
  قیطریه ,"13,40",5,3,162,1,5,
  اختیاریه ,8320,5,2,130,1,3,
  هروی ,4100,9,2,85,1,1,
  ظفر ,6400,115,2,115,1,5,
  قیطریه ,7644,19,3,147,1,3,
  خیابان دولت ,10300,16,3,180,1,2,
  قیطریه ,8900,6,2,122,1,3,
  اختیاریه ,9600,15,3,185,1,4,
  خیابان دولت ,16,4,3,200,1,3,
  جردن ,"5,70",17,1,78,1,4,
  جردن ,6,25,3,93,1,4,
  میرداماد ,11500,8,3,185,1,1,
  جردن ,7200,18,2,130,1,1,
  دیباجی ,8650,0,2,120,1,4,
  قیطریه ,9686,20,3,167,1,2,
  اختیاریه ,8500,3,2,110,1,2,
  قیطریه ,5670,0,1,63,1,5,
  قیطریه ,5616,0,2,78,1,5,
  ظفر ,15100,0,3,225,1,2,
  میرداماد ,7,0,2,100,1,1,
  قیطریه ,11700,0,3,156,1,5,
  جردن ,7800,15,2,130,1,5,
  خیابان دولت ,"10,25",11,3,167,1,5,
  هروی ,5,15,2,100,1,5,
  پاسداران ,7500,0,2,115,1,4,
  هروی ,3800,10,2,91,1,5,
  پاسداران ,6,13,2,100,1,4,
  قیطریه ,16480,3,3,206,1,6,
  خیابان دولت ,17,4,3,200,1,6,
  زعفرانیه ,17,2,3,190,0,,
  خیابان دولت ,7200,4,2,100,1,1,
  زعفرانیه ,17,3,3,185,0,,
  قلهک ,"4,60",2,1,60,1,5,
  میرداماد ,26250,1,4,350,1,3,
  ولنجک ,22500,2,3,245,0,,
  زعفرانیه ,17500,3,3,190,0,,
  ظفر ,7700,1,3,115,1,2,
  میرداماد ,9950,0,3,130,1,4,
  زعفرانیه ,15300,6,3,170,0,,
  میرداماد ,19,1,4,215,1,3,
  میرداماد ,7700,20,3,130,1,6,
  ولنجک ,14700,7,3,175,0,,
  میرداماد ,"12,25",1,3,185,1,3,
  دروس ,8400,0,3,140,1,2,
  دروس ,5500,7,2,95,1,2,
  ظفر ,7800,0,3,115,1,2,
  ظفر ,7900,3,2,120,1,4,
  دیباجی ,9200,4,1,148,1,2,
  ظفر ,7280,4,2,115,1,5,
  پاسداران ,"6,30",1,2,90,1,4,
  ظفر ,11300,0,4,150,1,5,
  میرداماد ,10300,4,3,145,1,1,
  محمودیه ,16544,4,3,188,0,,
  ولنجک ,20700,2,3,230,0,,
  ظفر ,10600,0,3,150,1,3,
  اختیاریه ,4200,1,1,65,1,1,
  قیطریه ,2100,15,2,70,1,2,
  ولنجک ,18,2,3,200,0,,
  ظفر ,10300,0,3,150,1,1,
  فرشته ,13,1,3,150,0,,
  ظفر ,6500,0,2,90,1,2,
  هروی ,6468,17,3,130,1,5,
  زعفرانیه ,17500,2,3,200,0,,
  ظفر ,9200,1,3,125,1,2,
